,review,label
1426,"although god great addresses interesting matters identity heritage , ' hard shake feeling intended different kind film",0
1427,guess cast crew n't sign pact burn negative script pretend whole thing never existed,0
1428,feel free go get popcorn whenever ' onscreen,0
1429,"definitely funny stuff , ' ` laughing ' variety ` laughing '",1
1430,pray n't passion material,0
1431,plays like unbalanced mixture graphic combat footage almost saccharine domestic interludes pure hollywood,0
1432,"increasingly diverse french director created film one honestly describe looking , sounding simply feeling like film recent history",1
1433,"film confusing melange tones styles , one moment romantic trifle next turgid drama",0
1434,"lush beautifully photographed lrb somebody suggested stills might make nice coffee table book rrb , ultimately ' leave theater wondering people mattered",0
1435,"instead using george lucy ' obvious differences ignite sparks , lawrence desperately looks elsewhere , seizing george ' haplessness lucy ' personality tics",0
1436,recycles every clich gays essentially extended soap opera,0
1437,one splendid entertainments emerge french film industry years,1
1438,"piano teacher , like title character , repellantly control",0
1439,basic premise intriguing quickly becomes distasteful downright creepy,0
1440,"ok movie something sitcom apparatus , lines work , humor point actors humanly engaged",1
1441,"campy work straight drama violent sordid function comedy , vulgar , truly thankfully , one kind work",0
1442,romantic comedy asks question much souvlaki take indigestion sets,0
1443,"visually breathtaking , viscerally exciting , dramatically moving , ' definition epic adventure",1
1444,full frontal effect elicited sympathies characters,0
1445,"movie n't painfully bad , something ` fully experienced ' ' tediously bad , something fully forgotten",0
1446,"' patience , great rewards",1
1447,"devolves derivative , leaning badly rendered cgi effects",0
1448,"' type film growing n't see often enough days realistic , urgent , sugarcoated least",1
1449,remember back thrillers actually thrilled ?,0
1450,perhaps even slc high command found writer director mitch davis ' wall kitsch hard going,0
1451,acting fine script interesting recording conversations wal mart checkout line,0
1452,writer director alexander payne lrb election rrb co writer jim taylor brilliantly employ quirky fearless ability look american angst eye end laughing,1
1453,"push slow spots , ' rewarded fine acting",1
1454,"chris columbus ' sequel faster , livelier good deal funnier original",1
1455,stuff disney movies made,1
1456,' invigorating n't give damn,1
1457,"' difficult conceive anyone reached puberty actually finding characters slackers antics amusing , let alone funny",0
1458,film verbal duel two gifted performers,1
1459,' makes better travelogue movie,0
1460,' masterpiece,1
1461,", done , liked much better first time around called professional",0
1462,admit walked runteldat,0
1463,movie bad quickly enters pantheon wreckage includes battlefield earth showgirls,0
1464,makes one purely enjoyable satisfying evenings movies ',1
1465,unexplored story opportunities ` ` punch drunk love ' ' may worked maker ' minimalist intent interesting exercise talented writer director anderson,1
1466,two signs night shyamalan ' debut feature sucked give mystic genres cinema unbreakable signs,0
1467,"cinema around capture chaos france <number> ' , one imagines result would look like something like",1
1468,"quiet , introspective entertaining independent worth seeking",1
1469,"little atmosphere generated shadowy lighting , macabre sets , endless rain offset sheer ugliness everything else",0
1470,` ` empire ' ' lacks depth makes heart,1
1471,"usual movie rah rah , pleasantly predictably delivered low key style director michael apted writer tom stoppard",1
1472,"starts <number> ' doris day feel gets ugly , fast",0
1473,"standing haunting lrb ' rrb punk rock music used , video medium could use spirit , perception , conviction",1
1474,"lot like imaginary sport projects onto screen loud , violent mindless",0
1475,", great party",1
1476,"thriller edge say n't follow stale , standard , connect dots storyline become commonplace movies explore seamy underbelly criminal world",1
1477,lrb seems rrb even uselessly redundant shamelessly money grubbing third rate horror sequels,0
1478,credit director ramsay taking sometimes improbable story making feel realistic,1
1479,"' feel bad ending depressing story throws bunch hot button items viewer ' face asks seen hip , winking social commentary",0
1480,' ' good,0
1481,lrb l rrb ame unnecessary,0
1482,"centered life experiences particular theatrical family , marvelous documentary touches ever gracefully entire history yiddish theater , america israel",1
1483,' sure take longer heal welt johnny knoxville ' stomach riot control projectile tortured psyche,0
1484,kind movie see theater air conditioning,0
1485,"hannibal would say , yes , ` ' like old friend dinner '",1
1486,"' bright , pristine style bold colors make much fun reading oversized picture book bedtime",1
1487,"imagine kevin smith , blasphemous bad boy suburban jersey , stripped budget sense humor",0
1488,"see scratch history , see scratch music , see scratch lesson scratching , , , see passion",1
1489,always destined measured anthony asquith ' acclaimed <number> screen adaptation,1
1490,"try obscenely bad dark comedy , crass makes edward burns ' sidewalks new york look like oscar wilde",0
1491,hoffman ' performance authentic core,1
1492,"chicago offers much colorful eye candy , including spectacle gere dancing shoes , hoofing crooning best",1
1493,"artwork spectacular unlike animaton japan , characters move grace panache",1
1494,best movie many moon passions sometimes fuel best achievements times leave us stranded nothing lesser appetites,1
1495,nothing widget cranked assembly line see stupid americans get kick goofy brits cute accents performing ages old slapstick unfunny tricks,0
1496,bad baffling get go,0
1497,"obnoxious special effects , obligatory outbursts flatulence incessant , five minutes ago pop music soundtrack overwhelm left scruffy , dopey old hanna barbera charm",0
1498,"filmmakers try balance pointed , often incisive satire unabashed sweetness , results sometimes bracing , sometimes baffling quite often , unexpected ways , touching",1
1499,harmless fun,1
1500,astonishingly skillful moving could become historically significant work well masterfully made one,1
1501,"feeling , like <number> ' , trip great deal fun",1
1502,"unsurprisingly , way works makes women look like stereotypical caretakers moral teachers , instead serious athletes",0
1503,"eight legged freaks clever funny , amused special effects , leaves feeling like ' seen movie instead endless trailer",1
1504,bottom line piece works brilliantly,1
1505,"purposefully shocking eroticized gore , unintentionally dull lack poetic frissons",0
1506,tends plod,0
1507,pleasant recycled jock piffle,0
1508,"indeed , outrageous bits achieve shock laughter intensity almost dadaist proportions",1
1509,"one liners snappy , situations volatile comic opportunities richly rewarded",1
1510,"stupid , infantile , redundant , sloppy , top , amateurish",0
1511,film grows,1
1512,"though story surface deep , visuals enveloping sounds blue crush make surprisingly decent flick worth summertime look see",1
1513,"chicago hugely imaginative successful casting great credit , well one terrific score attitude spare",1
1514,"first time writer director dylan kidd also good ear dialogue , characters sound like real people",1
1515,whale good time children parents seeking christian themed fun,1
1516,"odd , distant portuguese import less borrows bad lieutenant les vampires , comes kind art house gay porn film",0
1517,"tuxedo ' <number> minutes screen time , n't one true ` chan moment '",0
1518,"' mildly sentimental , unabashedly consumerist studiously inoffensive completely disposable",0
1519,plays like old disease week small screen melodramas,0
1520,pays tribute heroes way julia roberts hands awards phony humility barely camouflaging grotesque narcissism,0
1521,features fincher ' characteristically startling visual style almost palpable sense intensity,1
1522,"long , ' desperate evening end",0
1523,"watchable point situations dialogue spin hopelessly control say , carol kane appears screen",0
1524,` ` red dragon ' ' never cuts corners,1
1525,"ambitious movie , like shiner ' organizing big fight , pulls enough effects make ones n't come",1
1526,"although shot little style , skins heartfelt achingly real",1
1527,"looks good , essentially empty",0
1528,"young everlyn sampi , courageous molly craig , simply radiates star power potential remarkable memorable film",1
1529,knowing sense humor lot warmth ignite son bride,1
1530,"sure , hated morning",0
1531,ticket buyers great expectations wind glum mr de niro,0
1532,"film produced jerry bruckheimer directed joel schumacher , reflects worst shallow styles wildly overproduced , inadequately motivated every step way demographically targeted please every one lrb one rrb",0
1533,' great performance reminder dickens ' grandeur,1
1534,clear ' trying say even doubt would interesting,0
1535,movie story almost afterthought amidst swirl colors inexplicable events,0
1536,"real women may many agendas , also win , big way",1
1537,"saw , enjoyed",1
1538,"lazily glumly settles traditional , reserved kind filmmaking",0
1539,appears even filmmakers n't know kind movie making,0
1540,dangerous lives altar boys ' take adolescence feels painfully true,1
1541,"spider man growing strange hairs , getting mature body , finding necessary hide new secretions parental units",0
1542,"best , grand scale moviemaking larger life figure , artist awarded mythic status contemporary culture",1
1543,movies hit first scene know ' going trip,1
1544,' sure words ever together sentence erotic cannibal movie boring,0
1545,"maybe ' lucky , ' power outage screening get money back",0
1546,"spy kids <number> island lost dreams , however , robert rodriguez adorns family film plot elegance maturity even contemporary adult movies lacking",1
1547,unbearably lame,0
1548,"certainly good movie , n't horrible either",0
1549,film falters tone,0
1550,film biggest problem ?,0
1551,"movie pleasant distraction , friday night diversion , excuse eat popcorn",1
1552,gags often stitch,1
1553,"complex , politically charged tapestry contemporary chinese life exciting new filmmaker brought screen like nothing westerners seen",1
1554,sinister inspiration fuelled devito ' early work confused death smoochy something ugly mindless,0
1555,"lrb shyamalan rrb continues cut swathe mainstream hollywood , retaining integrity refusing compromise vision",1
1556,"averse usually feel good , follow dream hollywood fantasies , one got",1
1557,' know star see one,1
1558,"sorority boys , bad cruel , takes every potential laugh stiletto stomps life",0
1559,"icy stunts , actors spout hilarious dialogue following dream ` letting mountain tell '",1
1560,gorgeous epic guaranteed lift spirits whole family,1
1561,horrible,0
1562,grating tedious,0
1563,"three hours little story character development , plenty room editing , much shorter cut surely would resulted smoother , focused narrative without sacrificing cultural intrigue",0
1564,"better effects , better acting hilarious kenneth branagh",1
1565,' interested jerking byzantine incarnations bother pleasuring audience,0
1566,"none called satire sting , woody afraid biting hand finally , extent , warmed",0
1567,keep ' em guessing plot affectionate take screwed characters,1
1568,prison comedy never really busts comfy little cell,0
1569,elegant sly deadpan comedy,1
1570,"neither scary funny tremors demented funny starship troopers , movie n't tough take long ' paid matinee price",0
1571,"delicious trimmings arrive early stay late , filling nearly every minute lighthearted glow , impudent snickers , glorious dose humankind ' liberating ability triumph scrooge two",1
1572,movie dud,0
1573,"unfolds low key , organic way encourages accept life go flow",1
1574,n't expand tv show movie length,0
1575,one best movies year,1
1576,"applying definition sides man , picture realizes fullness negate subject",1
1577,"movie turns lrb assayas ' rrb homage gallic ` tradition quality , ' fusty squareness",0
1578,"downward spiral comes pass , auto focus bears typical junkie opera",0
1579,"` butterfingered ' word big fisted direction jez butterworth , manages blast even smallest sensitivities romance clamorous approach",0
1580,cal unpleasantly shallow immature character spend <number> claustrophobic minutes,0
1581,"berry ' saucy , full bodied performance gives aging series much needed kick , making ` ` die another day ' ' one entertaining bonds years",1
1582,"despite film ' bizarre developments , hoffman keeps us riveted every painful nuance , unexpected flashes dark comedy character ' gripping humanity",1
1583,"love reading poetry , means check",1
1584,"driven fantastic dual performance ian holm film funny , insightfully human delightful lark history buffs",1
1585,douglas mcgrath ' nicholas nickleby dickens done cinematically,1
1586,diane lane ' sophisticated performance ca n't rescue adrian lyne ' unfaithful sleazy moralizing,0
1587,"simply put , ` ` far heaven ' ' masterpiece",1
1588,"shot rich , shadowy black white , devils chronicles , increasingly amused irony , relationship reluctant captors befuddled captives",1
1589,"mcgrath deftly trimmed dickens ' wonderfully sprawling soap opera , better focus hero ' odyssey cowering poverty courage happiness",1
1590,"anyone suffers film deserves , least , big box consolation candy",0
1591,"worthwhile documentary , whether ' rap , even may still leave wanting answers credits roll",1
1592,original n't good movie remake makes look like masterpiece !,0
1593,' fun adventure movie kids lrb ages rrb like adventure,1
1594,one sloughs one ' way mire alleged psychological thriller search purpose even plot,0
1595,"limps along squirm inducing fish water formula goes nowhere goes , slowly",0
1596,amount nostalgia carvey ' glory days disguise fact new film lame kiddie flick carvey ' considerable talents wasted,0
1597,consistently clever suspenseful,1
1598,"ungainly movie , ill fitting , elbows sticking knees",0
1599,"real audience pleaser strike chord anyone ' ever waited doctor ' office , emergency room , hospital bed insurance company office",1
1600,", like , think action film disguised war tribute disgusting begin , ' painful ride",0
1601,"' happy listening movies watching , slow parade human frailty fascinates , ' right film",1
1602,one funny popcorn flick,1
1603,"bad company one moronic screenplays year , full holes obvious even n't looking",0
1604,' hard pressed think film cloyingly sappy evelyn year,0
1605,"gem romantic crime comedy turns clever , amusing unpredictable",1
1606,smith finds amusing juxtapositions justify exercise,1
1607,"charming , banter filled comedy one airy cinematic bon bons whose aims extension , accomplishments seem deceptively slight surface",1
1608,' rare family movie genuine sweet without relying animation dumb humor,1
1609,hollywood ending disappointing woody allen movie ever,0
1610,"' mildly amusing , certainly ca n't recommend",0
1611,dreadfully earnest inversion concubine love triangle eschews previous film ' historical panorama roiling pathos bug eyed mugging gay niche condescension,0
1612,formula <number> promises new kind high delivers old bad trip,0
1613,"madonna ca n't properly called acting accurately , ' moving ' talking ' occasionally gesturing , sometimes",0
1614,rifkin ' references impeccable throughout,1
1615,director explores three sides story sensitivity inquisitiveness reminiscent truffaut,1
1616,fact ` best part ' movie comes <number> second homage one demme ' good films n't bode well rest,0
1617,enjoyable comedy lingual cultural differences ch teau film full life small delights wiggling energy young kitten,1
1618,"engaging , formulaic sports drama carries charge genuine excitement",1
1619,something must lost translation,0
1620,"witty , contemplative , sublimely beautiful",1
1621,foster whitaker especially fine,1
1622,"lightest , breezy movie steven spielberg made decade",1
1623,"want real movie , ' buy criterion dvd",0
1624,"earnest , roughshod document , serves workable primer region ' recent history , would make terrific <number> th grade learning tool",1
1625,conventional heartwarming tale,1
1626,"sly female empowerment movie , although way anyone would expect",1
1627,problem needlessly poor quality archival prints film footage,0
1628,"' something unintentionally comic film ' drumbeat authenticity , given stale plot pornographic way film revels swank apartments , clothes parties",0
1629,strange occurrences build mind viewer take extreme urgency,1
1630,formula familiar enjoyable,1
1631,"screenplay serves auto critique , clumsiness damning censure",0
1632,less examination neo nazism probe nature faith,1
1633,"good performances realistic , non exploitive approach make paid full worth seeing",1
1634,n't weird ought,0
1635,"love music , , hard imagine fun watching documentary",1
1636,"watching queen damned like reading research paper , special effects tossed",0
1637,"stinks start finish , like wet burlap sack gloom",0
1638,"merchant ivory team continues systematically destroy everything hold dear cinema , ' begun split even damage",0
1639,"times film ' reach exceeds grasp , production works often n't",1
1640,hugely accomplished slice hitchcockian suspense,1
1641,exhibits shallow sensationalism characteristic soap opera salacious telenovela serious drama,0
1642,' sure ' teenage boy somewhere ' dying kind entertainment,0
1643,"sit crummy , wannabe hip crime comedy refers incessantly old movies , could rent movies instead , let alone seek respectable new one ?",0
1644,"thoroughly awful movie dumb , narratively chaotic , visually sloppy weird amalgam ` thing ' geriatric ` scream '",0
1645,"contains humor , characterization , poignancy , intelligence bad sitcom",0
1646,"laughably , irredeemably awful",0
1647,"one long , numbing action sequence made mostly routine stuff yuen given us",0
1648,together lrb time human resources rrb establish mr cantet france ' foremost cinematic poet workplace,1
1649,"gleefully grungy , hilariously wicked black comedy",1
1650,"spy kids <number> island lost dreams , spy kids franchise establishes durable part movie landscape james bond series kids",1
1651,reno take credit movie ' success,1
1652,"outside burger ' desire make kind film , ' really unclear project undertaken",0
1653,"children , wo n't enjoy movie",0
1654,"saw tv , ' probably turn , convinced already seen movie",0
1655,"interesting witness conflict palestinian side , longley ' film lacks balance fails put struggle meaningful historical context",0
1656,"journalistically dubious , inept often lethally dull",0
1657,"brilliantly written well acted , yellow asphalt uncompromising film",1
1658,"like mike n't going make box office money makes michael jordan jealous , cute moments , funny scenes , hits target audience lrb young bow wow fans rrb nothing net",1
1659,gags fly furiously funny pace rip aware one felt movie ended damned soon,1
1660,"path may familiar , first time director denzel washington top notch cast manage keep things interesting",1
1661,"standing shadows motown best kind documentary , one makes depleted yesterday feel much like brand new tomorrow",1
1662,"series escapades demonstrating adage good goose also good gander , occasionally amuses none amounts much story",0
1663,"j lo earn share holiday box office pie , although movie makes one thing perfectly clear ' pretty woman , ' working girl",1
1664,"documentary dazzling , remarkably unpretentious reminder lrb evans rrb , lost , got back",1
1665,work fantastic,1
1666,much movie ' charm lies utter cuteness stuart margolo,1
1667,looks feels like low budget hybrid scarface carlito ' way,0
1668,"profoundly stupid affair , populating hackneyed meanspirited storyline cardboard characters performers value cash credibility",0
1669,"like script , nurses plot holes gaping enough pilot entire olympic swim team , characters swimfan seem motivated nothing short dull , brain deadening hangover",0
1670,really need tiger beat version ?,0
1671,"' unnerving suspense ' ' find ring , indisputably spooky film screenplay die",1
1672,"gosling creates staggeringly compelling character , young man whose sharp intellect root contradictory , self hating , self destructive ways",1
1673,beautiful paean time long past,1
1674,"extremely funny , ultimately heartbreaking look life contemporary china",1
1675,"sheds light subject familiar , makes care music may heard",1
1676,"part , weight water comes two way time switching myopic mystery stalls lackluster gear emotional blandness",0
1677,diesel n't actor save,0
1678,feeble tootsie knockoff,0
1679,see performance nothing else,1
1680,terrific casting solid execution give three stories life,1
1681,skirmishes power waged among victims predators settle undistinguished rhythm artificial suspense,0
1682,thriller without lot thrills,0
1683,yet act still charming,1
1684,far enjoyable predecessor,1
1685,"moving essay specter death , especially suicide",1
1686,"phillip noyce actors well cinematographer , christopher doyle understand delicate forcefulness greene ' prose , ' screen version quiet american",1
1687,"though runs <number> minutes , safe conduct anything languorous",1
1688,"kind movie need watch thirty seconds say , ` ah , yes , bad , bad , bad movie '",0
1689,"even worst , ' half bad",1
1690,"even ' never heard chaplin , ' still glued screen",1
1691,"long , dull procession despair , set cello music culled minimalist funeral",0
1692,"concert footage stirring , recording sessions intriguing , way striking blow artistic integrity quality band may pick new admirers",1
1693,dialogue made want pack raw dough ears,0
1694,queen damned long little going,0
1695,"ai n't art , long shot , unlike last year ' lame musketeer , dumas adaptation entertains",1
1696,campanella ' competent direction excellent cast overcome obstacles predictable outcome screenplay glosses rafael ' evolution,1
1697,sch tte ' dramatic snapshot artist three days death offers interesting bit speculation issues brecht faced life drew close,1
1698,"would unendurable viewing experience ultra provincial new yorker <number> year old reese witherspoon hand inject pure fantasy character , melanie carmichael , massive infusion old fashioned hollywood magic",1
1699,"horror movie seriously dumb characters , somewhat dilutes pleasure watching stalked creepy crawly bug things live darkness",0
1700,parents would well cram earplugs ears put pillowcases heads <number> minutes,0
1701,cloaks familiar anti feminist equation lrb career kids misery rrb tiresome romantic comedy duds,0
1702,naomi watts terrific rachel petite frame vulnerable persona emphasising plight isolation,1
1703,idiotic ugly,0
1704,"` film aficionados help love cinema paradiso , whether original version new director ' cut '",1
1705,"hard , endearing , caring , warm",1
1706,major problem windtalkers bulk movie centers wrong character,0
1707,greaseballs mob action comedy,0
1708,writer director otar iosseliani ' pleasant tale factory worker escapes holiday venice reveals need playful respite grind refresh souls,1
1709,"refreshingly realistic , affectation free coming age tale",1
1710,` ` simone ' ' fun funky look artificial creation world thrives artificiality,1
1711,"supposedly , pokemon ca n't killed , pokemon <number> ever practically assures pocket monster movie franchise nearly ready keel",0
1712,"acting amateurish , cinematography atrocious , direction clumsy , writing insipid violence luridly graphic laughably unconvincing",0
1713,see,1
1714,pray really done subject justice,1
1715,"woody , happened ?",0
1716,' also disappointing certain degree,0
1717,"coarse , cliched clunky , trifling romantic comedy opposites attract better reason screenplay demands squanders charms stars hugh grant sandra bullock",0
1718,bears much resemblance experiences battered women spider man experiences teenagers,0
1719,"times bit melodramatic even little dated lrb depending upon live rrb , ignorant fairies still quite good natured bad way spend hour two",1
1720,"boring masquerade ball normally good actors , even kingsley , made look bad",0
1721,semi autobiographical film ' sloppily written cast believe anyone central creation bugsy caterer anything,0
1722,skills calculus major required balance formulaic equations long winded heist comedy cletis tout ?,0
1723,"though entertaining audacious moments , movie ' wildly careening tone extremely flat lead performance little salvage filmmaker ' flailing reputation",0
1724,"efteriades gives neighborhood scenery , vibe cinematic equivalent big , tender hug",1
1725,two weeks notice appeal beyond sandra bullock vehicle standard romantic comedy,1
1726,"could use little humanity , never lacks eye popping visuals",1
1727,"leads natural lovely , pace serene , humor wry sprightly",1
1728,"offers big , fat , dumb laughs may make hate giving",0
1729,hardly film comes along every day,1
1730,definitely worth <number> minutes time,1
1731,certainly big finish n't something galinsky hawley could planned part good documentarian rope snaps,1
1732,"rollerball bad think , worse imagine",0
1733,"' plot , maddeningly insistent repetitive piano score made want scream",0
1734,"would great see turd squashed truck , preferably semi",0
1735,"pacing deadly , narration helps little naipaul , juicy writer , negated",0
1736,' going give marginal thumbs,1
1737,beautifully animated epic never dull,1
1738,"human nature , short , n't nearly funny thinks neither smart",0
1739,davis gets vivid performances cast pulls deft ally mcbeal style fantasy sequences,1
1740,"even summertime , restless young audience deserves dignity action hero motivated something franchise possibilities",0
1741,mesmerizing cinematic poem first frame last,1
1742,"setting turns interesting character dramas , never reach satisfying conclusions",0
1743,painfully unfunny farce traffics tired stereotypes encumbers complications bearing story,0
1744,take nothing seriously enjoy ride,1
1745,"different others genre rely dumb gags , anatomical humor , character cliches primarily relies character tell story",1
1746,"still rapturous years , cinema paradiso stands one great films movie love",1
1747,patient lovely hush !,1
1748,"actors simply good , story intriguing , technical flaws get way",1
1749,' lying said ribcage n't ache end kung pow,1
1750,may also best sex comedy environmental pollution ever made,1
1751,"entertaining , ultimately minor , thriller",1
1752,"reason self aware , often self mocking , intelligence",1
1753,whether jason x bad purpose never clear,0
1754,"comedy subversive , unrelenting bleak insistence opting opportunity finding meaning relationships work becomes sad",0
1755,"movie concocted carried folks worthy scorn , nicest thing say ca n't remember single name responsible",0
1756,familiar basically sort cautionary tale old ` angels dirty faces ' appeared <number>,0
1757,seems like something american european gay movies <number> years ago,0
1758,"truly , truly bad movie",0
1759,"way roundelay partners functions , interplay within partnerships among partnerships general air gator bashing consistently delightful",1
1760,` blade runner ' would ' looked like low budget series uhf channel,0
1761,difference movies courage go top movies n't care stupid,0
1762,ebullient tunisian film startling transformation tradition bound widow drawn exotic world belly dancing,1
1763,lovely film holiday season,1
1764,"one gets feeling typical hollywood disregard historical truth realism work , ' matter finding entertainment experiences zishe fiery presence hanussen",1
1765,"tadpole may one appealing movies ever made otherwise appalling , downright creepy , subject teenage boy love stepmother",1
1766,"film centering traditional indian wedding contemporary new delhi may sound like specialized fare , mira nair ' film absolute delight audiences",1
1767,amazing super sized dosage goofball stunts ` ` jackass ' ' fan could want,1
1768,"k <number> widowmaker derivative , overlong , bombastic yet surprisingly entertaining",1
1769,"every visual joke milked , every set obvious lengthy , every punchline predictable",0
1770,"measure , failure",0
1771,"rather real figures , elling kjell bjarne become symbolic characters whose actions supposed relate something na f ' encounter world",0
1772,"seeing film lacks momentum position remains mostly undeterminable , director ' experiment successful one",1
1773,pretentious mess,0
1774,"full flatulence jokes mild sexual references , kung pow !",0
1775,"mind numbingly awful hope britney wo n't one time , far movies concerned",0
1776,"laced liberal doses dark humor , gorgeous exterior photography , stable full solid performances , thing fascinating little tale",1
1777,"new release cinema paradiso , tale turned sweet bittersweet , tears come final , beautiful scene , finally feel absolutely earned",1
1778,remove spider man movie red herring surroundings ' apparent one summer film satisfies,1
1779,"spectators indeed sit open mouthed screen , screaming yawning",0
1780,", sum fears simply well made satisfying thriller",1
1781,makes movie special utter sincerity,1
1782,thing never gets ground,0
1783,"several scenes tacky nonsense , ' wistful testosterone charged wizardry jerry bruckheimer productions , especially half past dead like rock wal mart budget",0
1784,film oozes craft,1
1785,"expectation laughter quashed whatever obscenity hand , even funniest idea n't funny",0
1786,"funny , sexy , devastating incurably romantic",1
1787,"ambitious , guilt suffused melodrama crippled poor casting",0
1788,exercise biography hero worship,0
1789,densest distillation roberts ' movies ever made,0
1790,"masterful , flawless film , lrb wang rrb emerges front ranks china ' numerous , world renowned filmmakers",1
1791,live wire film never loses ability shock amaze,1
1792,"throughout tumult , question comes mind boring ?",0
1793,large format film well suited capture musicians full regalia incredible imax sound system lets feel beat toes,1
1794,"finely tuned mood piece , model menacing atmosphere",1
1795,"' packed adventure worthwhile environmental message , ' great kids",1
1796,bad maggio could n't come better script,0
1797,"sensual , funny , end , touching",1
1798,"movie friday fans , critics damned",1
1799,' fairy tale comes renowned indian film culture allows americans finally revel splendor,1
1800,mood movie,0
1801,"assuredly rank one cleverest , deceptively amusing comedies year",1
1802,half assed film,0
1803,"' truly awful heartbreaking subject matter , one whose lessons well worth revisiting many times possible",1
1804,ingenious film comedy since john malkovich,1
1805,"cast phenomenal , especially women",1
1806,"inventive , fun , intoxicatingly sexy , violent , self indulgent maddening",1
1807,"much comes brave , uninhibited performances lead actors",1
1808,chiller resolutely without chills,0
1809,"first hour tedious though ford neeson capably hold interest , thrilling movie",0
1810,,1
1811,"even drags , forced reflect visual imagination breathtaking",1
1812,imperfect ?,0
1813,mess movie nothing short travesty transvestite comedy,0
1814,"baffling subplot involving smuggling drugs inside danish cows falls flat , ' going alter bard ' ending , ' better good alternative",0
1815,' surely something wrong comedy belly laughs come selection outtakes tacked onto end credits,0
1816,", ' single minded john carpenter ' original , ' sure lot smarter unnerving sequels",1
1817,"beating austin powers films game , blaxploitation spoof downplays raunch favor gags rely strength cleverness opposed extent outrageousness",1
1818,"viewers asked often suspend belief holm ' performance , film would total washout",0
1819,"' palpable chemistry lopez male lead ralph fiennes , plus script working girl scribe kevin wade workmanlike extreme",0
1820,spy action flick antonio banderas lucy liu never comes together,0
1821,' already many films,0
1822,want funk movie ' got,1
1823,"lrb rrb thoughtful , visually graceful work",1
1824,shows moments promise ultimately succumbs cliches pat storytelling,0
1825,"like rugrats movies , wild thornberrys movie n't offer much series , emphasis caring animals respecting cultures particularly welcome",1
1826,"waterlogged version ` fatal attraction ' teeny bopper set sad , soggy potboiler wastes talents attractive young leads",0
1827,"film starts promisingly , ending predictable far cliched really work",0
1828,script manages rare trick seeming refreshingly different reassuringly familiar,1
1829,kudos enchanting film year,1
1830,engagingly primitive animated special effects contribute mood ' sustained surprisingly somber conclusion,1
1831,"modest , straight ahead standards , undisputed scores direct hit",1
1832,' guessing director magician,1
1833,dashing absorbing outing one france ' inventive directors,1
1834,irritates saddens martin lawrence ' latest vehicle explode obnoxiously <number> screens something bubba ho tep ' clearly evident quality may end languishing shelf somewhere,0
1835,chirpy songbird britney spears popped mindless drivel,0
1836,none characters plot lines fleshed enough build interest,0
1837,"said done , loves pieces , trust ,",1
1838,"ultimately repellent fully endear american art house audiences , notable stylistic austerity forcefulness",0
1839,"kids n't mind crappy movies much adults , provided ' lots cute animals clumsy people",0
1840,"forces watch people unpleasant things , maintains cool distance material deliberately unsettling",0
1841,"wonder , hope magic never escape heart boy right movie comes along , especially begins name star wars",1
1842,"performances often engaging , loose collection largely improvised numbers would probably worked better one hour tv documentary",0
1843,"haneke ' script lrb elfriede jelinek ' novel rrb contrived , unmotivated , psychologically unpersuasive , inconclusive ending",0
1844,much baked cardboard need chew,0
1845,"movie loaded good intentions , zeal squeeze action emotions familiar dramatic arc holocaust escape story , minac drains movie individuality",0
1846,"tully worth look true life characters , sensitive acting , unadorned view rural life subtle direction first timer hilary birmingham",1
1847,filmmaker tian zhuangzhuang triumphantly returns narrative filmmaking visually masterful work quiet power,1
1848,"movie , quite simply , n't made",0
1849,"importance earnest , thick wit plays like reading bartlett ' familiar quotations",1
1850,five screenwriters credited clich laden screenplay seems watered version one,0
1851,"director alfonso cuaron gets vivid , convincing performances fine cast , generally keeps things going rapid pace , occasionally using omniscient voice narrator manner french new wave films",1
1852,manages deliver fair bit vampire fun,1
1853,guys say mean things shoot lot bullets,0
1854,"wewannour money back , actually",0
1855,"anything else , kissing jessica stein injects freshness spirit romantic comedy genre , held hostage generic scripts seek remake sleepless seattle",1
1856,"cowering begging feet scruffy giannini , madonna gives best performance since abel ferrara beaten pulp dangerous game",1
1857,sheer joy pride took work shines every frame,1
1858,cumulative effect movie repulsive depressing,0
1859,digs beyond usual portrayals good kids bad seeds reveal ambivalent set characters motivations,1
1860,much lily chou chou mesmerizing plaintiveness could make weep,1
1861,"' rollicking adventure mateys , regardless ages",1
1862,empty shell epic rather real deal,0
1863,lrb scherfig rrb made movie leave wondering characters ' lives clever credits roll,1
1864,"may somewhat backhanded compliment say film makes viewer feel like movie ' various victimized audience members , also happens movie ' admirable quality",1
1865,delightful entree tradition food movies,1
1866,"lrb johnnie wai ka fai rrb sure find enthusiastic audience among american action adventure buffs , film ' interests may narrow attract crossover viewers",0
1867,"conceptually brilliant plays like living room war worlds , gaining unsettling force suggested unknown",1
1868,feature necessary hole head,0
1869,"lrb danny huston gives rrb astounding performance deftly , gradually reveals real human soul buried beneath spellbinding serpent ' smirk",1
1870,"addition hoffman ' powerful acting clinic , rare drama offers thoughtful rewarding glimpse sort heartache everyone felt , feel someday",1
1871,"n't exactly profound cinema , ' good natured sometimes quite funny",1
1872,"hailed clever exercise neo hitchcockianism , clever satisfying picture accurately chabrolian",1
1873,"leers , offering next little insight intriguing subject",0
1874,"pleasant engaging enough sit , trying best worlds ends falling short whole",0
1875,"touches smartly wistfully number themes , least notion marginal members society might benefit helping hand friendly kick pants",1
